,chroma_stft,rms,spec_cent,spec_bw,rolloff,zcr,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,class
0,0.2785505354404449,0.0180569216609001,991.1715555574224,1279.0707710768056,1595.7759915865386,0.0251352163461538,-411.7385559082031,161.25738525390625,-51.44102478027344,-31.26405906677246,-13.48622703552246,16.1829891204834,-1.6160730123519895,1.0848556756973269,-0.1813170164823532,6.971681594848633,2.768120288848877,17.55601692199707,17.647539138793945,19.84545135498047,8.210968017578125,3.140645742416382,-7.363898754119873,-0.6799015998840332,2.927317380905152,12.069377899169922,dog_bark
1,0.4518729448318481,0.0024492335505783,2222.3074676279166,2179.4462294159057,4264.816518930288,0.1217735877403846,-530.1499633789062,97.31541442871094,-36.053199768066406,-2.735585927963257,-13.915244102478027,-9.087218284606934,-7.391502857208252,-4.832328796386719,-8.678427696228027,-2.156377077102661,-2.018331289291382,3.709206342697144,1.676191806793213,2.031411409378052,-1.186365246772766,-2.280820846557617,-5.95057487487793,-7.693234443664551,-8.11221981048584,-5.457592010498047,dog_bark
2,0.308387279510498,0.4597253203392029,1979.439107497372,1952.6747218952291,3701.2939453125,0.0775271045918367,13.22650146484375,109.18922424316406,-48.25534057617188,-11.327940940856934,-28.10088157653809,-7.482593536376953,-23.51487922668457,-5.309698104858398,-10.52574062347412,1.6447311639785769,-2.9873592853546143,4.034120559692383,0.5291221141815186,2.226783275604248,-2.2270281314849854,11.904533386230469,16.72010612487793,15.28636074066162,2.256983518600464,1.111888766288757,dog_bark
3,0.3419570326805115,0.010164963081479,1521.9892907733315,1827.5345603468008,2862.293651005993,0.065081870719178,-560.3932495117188,79.99789428710938,-7.203747272491455,-22.815406799316406,-16.211360931396484,-13.351855278015137,-11.848237037658691,3.2085206508636475,-0.5188583135604858,-1.68155038356781,0.9213944673538208,2.823981761932373,5.345658302307129,6.528472423553467,8.154300689697266,5.581646919250488,-0.5614584684371948,-0.376908391714096,-3.1457533836364746,-3.4960529804229736,dog_bark
4,0.4363276064395904,0.0462643057107925,2637.557395908479,2720.713691459067,5927.1337890625,0.1273111979166666,-176.70643615722656,85.80022430419922,-5.609457969665527,-8.081657409667969,-24.3679313659668,-10.3626127243042,-22.62860107421875,-6.547121047973633,-14.233835220336914,-0.6339212656021118,-5.234971523284912,-4.583000659942627,-11.863343238830566,-7.458003520965576,-11.352779388427734,-1.4803510904312134,-11.131938934326172,0.2843241691589355,-4.582123279571533,1.8209121227264404,dog_bark
5,0.5772751569747925,0.1063747555017471,1634.1153245968374,1874.545206107637,2849.6502685546875,0.0477294921875,-338.0182189941406,8.5579252243042,-70.09503173828125,16.901813507080078,-6.638211250305176,29.06058883666992,22.72771644592285,6.327591896057129,4.934223175048828,7.605363368988037,10.175703048706056,7.018748283386231,-3.8482842445373535,5.937058925628662,2.682035446166992,12.958788871765137,4.410743713378906,6.175548553466797,2.686483383178711,5.330286979675293,dog_bark
6,0.6086205244064331,0.0015809425385668,1323.741745467604,2205.0635573908216,2843.956392728365,0.0178147536057692,-579.9454345703125,130.27622985839844,21.588417053222656,15.420937538146973,-4.48051643371582,6.873220443725586,-3.269949436187744,2.598608016967773,-2.1817820072174072,4.627884387969971,0.9816849231719972,6.39175271987915,1.4569170475006104,6.452786922454834,-1.5673391819000244,3.2229039669036865,-1.995464563369751,4.339135646820068,-1.1805788278579712,3.599841833114624,dog_bark
7,0.6085672378540039,0.0015784335555508,1862.4850476330157,2259.1950898543664,3756.964205228365,0.0863919771634615,-492.1750793457031,125.09556579589844,-8.992999076843262,-10.538253784179688,-18.545270919799805,-0.941198706626892,-0.9980984926223756,-3.277279853820801,-12.532309532165527,-2.24063777923584,-8.5245361328125,-3.829761028289795,-8.876350402832031,-3.030413627624512,-10.090215682983398,-5.785558223724365,-9.143118858337402,-4.173001289367676,-11.12821102142334,-1.007266402244568,dog_bark
8,0.6726194024085999,0.0028359799180179,3339.253703977144,2838.0224697676927,6993.570274939904,0.2123347355769231,-383.8602600097656,57.82596969604492,-23.126487731933597,2.5834732055664062,-0.647248387336731,-0.9178451299667358,-7.435403347015381,-2.2915284633636475,-6.682615280151367,1.1821575164794922,-8.41628646850586,-1.7579855918884275,-8.464693069458008,-2.261857748031616,-6.772181987762451,-0.1041525602340698,-5.840813636779785,-1.7650156021118164,-5.938433647155762,0.073449395596981,dog_bark
9,0.4878573715686798,0.0606002807617187,1424.4076319366604,1872.2619931132608,3097.55126953125,0.0511906550480769,-223.4523468017578,126.16006469726562,-21.531700134277344,27.35088539123535,-6.900023460388184,22.26629447937012,6.959984302520752,7.57887077331543,-2.8590378761291504,14.415111541748049,13.906960487365724,14.58930492401123,3.356348752975464,8.622517585754395,6.436573028564453,5.982118129730225,2.0526058673858643,7.587496757507324,-2.2737457752227783,4.362899303436279,dog_bark
10,0.2376956194639206,0.0150204515084624,1294.64671779262,1421.1230423757422,2107.520845853365,0.0864220252403846,-390.4200744628906,156.08326721191406,-30.64163398742676,2.834751605987549,2.2974870204925537,14.572142601013184,-23.093231201171875,-12.819378852844238,2.1496708393096924,-1.1481729745864868,8.11766242980957,32.436485290527344,12.828911781311035,6.128200054168701,-2.5548036098480225,7.797906398773193,-9.29371738433838,-8.839696884155273,-6.091056823730469,-3.4145750999450684,dog_bark
11,0.6664080619812012,0.0264035016298294,1279.1034857404973,2035.814081541224,2609.658578725961,0.0289250300480769,-329.4543151855469,129.7179718017578,-2.796896457672119,12.476581573486328,11.796555519104004,17.29231071472168,6.348021507263184,8.328459739685059,4.883858680725098,9.097573280334473,2.847397565841675,5.588859558105469,2.5095975399017334,5.426295757293701,-1.3547908067703247,7.084068775177002,0.7264676690101624,4.2474517822265625,-1.6735879182815552,2.9366648197174072,dog_bark
12,0.3551405668258667,0.0508834533393383,1931.1463434381565,1772.500768182742,3043.966721754808,0.1232572115384615,-358.8262023925781,82.53790283203125,-21.115602493286133,-11.686846733093262,-9.799626350402832,-13.098045349121094,-28.66975212097168,-21.047168731689453,-15.595870018005373,-10.10280990600586,-11.98049259185791,-13.516590118408203,-2.459033250808716,-1.362479329109192,0.6580024361610413,4.048790454864502,-10.370914459228516,-13.421993255615234,-14.76698112487793,-10.44483757019043,dog_bark
